,Age,Efficiency
0,5.454878786232207,56.82383448028994
1,29.075750919113283,57.929241605375005
2,1.6123337943823124,91.28804985504223
3,11.212261505467069,63.87500433020813
4,43.043369522260626,60.5364510339337
5,26.676904132395823,53.04933552125621
6,20.804436444370715,56.45898564544149
7,11.518370596623882,30.273145389288185
8,54.93933086094964,73.68119996805692
9,46.23368789111537,80.47597028153588
10,16.011054293460674,51.86879041519396
11,57.04895672108373,41.28204836643661
12,39.40827641165633,70.37437660810536
13,36.892268320174,56.74802803041254
14,23.22091759525776,52.52563140573926
15,19.057373795761368,37.269838144593095
16,43.211498415746256,69.37508625572598
17,43.07865320938055,74.43855806972716
18,9.34381864111117,50.92621841391033
19,32.01199767793017,62.06922310615114
20,9.239561852823968,48.226041589166854
21,42.06222293188081,76.5763562334667
22,12.671107634656902,44.60093768695387
23,14.066946628689323,45.68434578127306
24,36.902920309333865,74.80417108893117
25,23.410324808535208,36.870121386958026
26,6.694167130462887,58.631078655231825
27,50.67713954687798,65.65962406299569
28,37.868442956441974,73.91094352129603
29,20.80330101294646,55.47717636451252
30,31.472889612434116,56.72472847466763
31,21.4373138966435,41.8517485761945
32,40.385151066020164,67.43665930557405
33,40.41710593078727,66.33906982561629
34,46.01129920305056,63.94376738168604
35,12.57098795758013,43.43251286780866
36,30.003194267066814,54.572319539834965
37,9.299610100967065,56.7308416480794
38,30.762773205802933,62.343717106432706
39,25.483046522069614,49.43776722634337
40,27.2389510941613,53.087544008693435
41,20.70781511762357,54.2387454822874
42,59.01064543629824,26.109097770396712
43,58.21457628124821,42.47791682279007
44,8.706684964665516,37.462685135117574
45,56.90659972793565,42.60155811334467
46,12.499726965660521,54.995166589780595
47,54.48971419589324,67.16797579218269
48,45.638141013217584,86.03298686941443
49,32.913189674238765,58.37720914515664
50,35.290583438326635,71.64923340963522
51,38.802208031805996,70.58084447197174
52,8.144906467771733,58.83100308440612
53,23.186126488998003,52.76123685957431
54,38.631028356642375,65.02668194454039
55,21.32322397607419,53.35805822452958
56,56.69512769126504,35.89756569623568
57,49.967320626258754,77.0770288097403
58,24.148931045715834,57.66419835766358
59,7.44465546986693,51.873993318573305
60,27.916422330568942,73.3106824839697
61,52.072061254826735,64.29292723751911
62,52.66666495454553,72.19604521160343
63,40.457876884228064,78.55935837186037
64,34.59042301990566,64.68970535621519
65,13.728865524424009,47.3021958353522
66,32.88885361185238,65.02589320631171
67,50.77711961972396,52.61518630160206
68,6.51038247192113,58.85432241735747
69,42.599881359785144,73.38455415875471
70,60.21138759106309,27.95761979144153
71,3.388363314444341,68.7717279280732
72,39.33850791836353,52.09226705641994
73,13.557692228558185,41.90575214249173
74,8.270816005303725,52.984850213034726
75,28.0603488864137,55.152759638119605
76,41.51102107264733,74.34306086153462
77,23.348985226179362,52.00779744592582
78,56.71056362323807,47.92822957651553
79,59.73240051067798,20.660419699919245
80,17.458476159921066,46.476266644454775
81,47.40102003269206,74.9547454373116
82,16.386447863547712,52.308337636223065
83,18.88679836900531,47.6360489149638
84,28.108064217246255,68.32933412676275
85,11.642946031914178,44.57265215881742
86,38.314651621072386,61.05505081095629
87,50.80580656936304,68.77315392455573
88,26.438753568933187,67.06788826986
89,54.31528093069303,55.947297656412886
90,47.232278506719254,74.3159565454242
91,25.495815366919793,45.563558594919954
92,60.74768907815029,12.029990990615492
93,50.84339072679943,66.51366015464212
94,36.78487851053002,74.6565480845725
95,6.786030762223344,55.964539006120305
96,13.772993977632208,48.815769407973086
97,25.20483937860859,48.17139114443706
98,48.05415642641158,58.776267733506984
99,53.98744977998214,62.00309819412908
100,56.97562926144215,45.83977301676243
101,5.663572180323634,55.805294264437755
102,51.474649052123155,69.69425218037696
103,41.697201323447146,81.71079549993856
104,9.935618204888076,40.13987451076084
105,42.197985861990574,69.95099960925873
106,1.3390490450092791,88.15349759942049
107,25.84016347988493,63.70454364203798
108,41.519872068812745,58.43827445925306
109,18.093357906358293,43.55453636665724
110,17.374121902227067,45.665859370420044
111,25.5241356927526,56.24609060692063
112,56.806489466459546,41.48403258045595
113,6.00927893591923,58.551866704598176
114,17.720102191507,54.42053572943731
115,53.35160501005599,55.9154487686126
116,17.84252879873445,48.11595466559065
117,11.106156468180252,55.07796617588231
118,15.224809278167312,44.45913615022184
119,50.05650069464859,70.8917719283468
120,8.237990118155523,46.00141222634607
121,48.508019143620466,53.853528492464754
122,4.412336426850413,78.88899279516085
123,52.19983362522409,54.96367427862364
124,49.54485414671599,66.8591838699548
125,19.499281448022735,55.64828675177649
126,46.432412999192636,66.01907576619692
127,13.884393959534716,53.34099125853648
128,48.73168417113184,69.77349625450664
129,52.365713977332476,65.53467312626005
130,48.93662934165282,54.25812059145425
131,1.2612546951414778,87.59547572317152
132,7.252083647446721,56.681387731049824
133,2.12622965126333,79.07853721177491
134,37.36471916434159,66.91727531007827
135,14.818756269559675,46.56160842516152
136,29.275933934385392,72.00717873766519
137,42.44333543719498,66.53125584775039
138,42.07629180448952,65.85525699722902
139,16.641514279022584,52.619503558123824
140,45.983785254144664,76.34982191206227
141,16.555323434980913,49.87308540326404
142,16.998417007248662,54.00683931926241
143,25.29045030090134,58.9996747211857
144,60.99193366032286,13.725030305088254
145,47.94540287553726,61.83705257251053
146,33.54169651150448,68.1512998231274
147,27.598398071549056,50.21796993354255
148,46.66660694544465,63.345824474540244
149,13.535376774773166,50.153537133859096
150,60.99803859683038,0.0
151,4.88129508258999,60.90371692933103
152,50.12282085884621,63.229340840308915
153,26.928176598433737,71.84746479677744
154,4.277638233564598,58.79443204694373
155,18.46657945711928,46.96304197037434
156,20.81338716523355,52.475887293517786
157,26.08616815789022,68.27383891407493
158,23.131123454228852,62.3261123496017
159,56.30151190474692,41.401578284663515
160,10.55529775319853,49.10511553705742
161,14.319148868852942,55.22334123114927
162,39.90908201319222,65.3171405302509
163,8.039568299772839,36.87597861120995
164,39.220007860572665,74.97709992597538
165,3.5792991122061153,65.56244363427051
166,18.44807969763705,43.449084645134896
167,55.86683509901581,55.09126281195941
168,44.952144300996686,70.59933293488909
169,9.67831883729528,51.77800683512317
170,2.0195027282758495,70.94474766860776
171,48.27869058250015,64.50202141587106
172,32.55454285738868,64.44669066467027
173,12.95896181937524,41.211014557990616
174,5.2819565262307115,60.77301768836508
175,37.60237530079546,69.18279880381483
176,20.232296123368627,52.87952801985069
177,12.435283244911805,43.179441858742415
178,55.83046492031475,50.00741830859341
179,11.980005427161856,39.68891330276518
180,8.045412497427314,48.204531960355446
181,1.4827073943091378,85.69585078601712
182,29.871682578927935,65.08510415519247
