,Var1,Var2,Var3,Var4,Var5,Label
0,-18.556593357009444,-21.6241003038455,-12.981198756672754,31.4205598684537,12.055818643850841,1
1,18.469175544257716,15.78170290818864,-11.211636468422357,23.59381225189235,32.42724440279678,1
2,-19.355609345570834,-22.044852359760327,-11.394787810507607,28.433046149165502,8.625328858585497,0
3,-11.105363783061382,-14.481092838375842,-14.24227037109161,32.987484881765354,19.132683657461875,1
4,-18.84183733655217,-15.562839499981429,13.696522575003986,-20.377500088942174,-37.23972952222944,0
5,18.021211688776653,15.158900118386807,-11.948694571068502,25.07893223416792,33.49828109364922,1
6,-11.340355405097707,-9.41241236587215,8.051888494957762,-10.299753136771088,-22.060684512611076,0
7,-16.15383094031017,-13.634398885016203,10.515993384414141,-14.516693443639934,-29.66895883724969,0
8,-12.534877252539887,-15.755767181674752,-13.598007759496337,31.905194648220355,17.034310669709008,0
9,-24.196711970612967,-26.372309651998723,-9.25804574535342,24.855410355785814,1.6020962429817402,0
10,-16.764018994029872,-14.05145219268795,11.325046815324331,-16.016269122483443,-31.547831933321902,0
11,-18.636621670839588,-15.679835937785649,12.342980453238074,-17.772041355643243,-34.61690238406095,0
12,-11.277477560808967,-14.88539017153235,-15.219108845688385,34.90577502928201,20.82119699353744,1
13,-18.530665677505077,-15.336835425102304,13.33994582334838,-19.72159412528241,-36.38468990881608,1
14,17.589640125779667,20.17086818384695,10.932517648337464,-19.32558497900658,-8.901302238020333,1
15,11.2491456632307,13.713731702396053,10.412731327231507,-17.56415544622847,-11.990768304096132,1
16,-10.715775739532392,-14.270924872637698,-14.994695686194728,34.403186209210155,20.76652181202953,0
17,-21.140607954125517,-23.84528375524352,-11.467955143290625,28.786779001898505,7.62087550059405,0
18,-17.537840367864536,-20.387259485859666,-12.059682099956111,29.50940133379467,11.009462297898569,0
19,17.43429861058261,20.560560357970775,13.222975127687086,-23.75727852152198,-13.217155641659499,1
20,-16.20332225388409,-14.148763574510081,8.561557380345175,-10.713573625752547,-26.102439392726403,0
21,17.20819293054535,13.957425468341178,-13.585438304050182,28.35531230722813,35.99266169015016,1
22,-18.026520119571522,-20.81304995933239,-11.797582106424759,29.05809341539464,10.21507131331524,0
23,-12.73324781745547,-10.012622519890522,11.377646944487042,-16.59623473474073,-29.072302912489334,0
24,18.717074852004703,16.172109287250883,-10.611422431142339,22.398278947977666,31.480459153409797,1
25,-15.251555050011476,-12.876929918514715,9.911454328143128,-13.449087957586396,-27.980190175379512,0
26,18.36516278552208,15.629593256995893,-11.41430640117721,23.99990626265738,32.7339793563853,0
27,-14.732597199147348,-12.211557317766568,10.529354384362291,-14.71111195291725,-28.78655059333859,1
28,-18.446464223068133,-15.088795028930681,14.029073032384915,-21.07047272502774,-37.59963274576312,0
29,-18.331726967374493,-15.686927574026111,11.032887811734009,-15.262815177314046,-32.010452089766005,1
30,-22.55419580076092,-25.05689188683382,-10.62545184419294,27.31744130571586,5.16770614835583,0
31,-13.60060667188009,-16.821621549953317,-13.603483691861834,32.04215523233982,16.364262518542226,0
32,-18.659495628201945,-15.65700967307067,12.534985978049027,-18.142375650865336,-34.98498104755459,0
33,17.930814679469794,20.716361898455528,11.793006840971868,-21.037860164640726,-10.2677257664125,0
34,-20.738950946668112,-17.532928931679933,13.38093856029598,-19.539489312784713,-37.86944512654217,0
35,-14.571718903021985,-12.175940181378063,10.003536561818969,-13.708574906379614,-27.715853789971142,0
36,-17.205282853224645,-14.481981200882004,11.368123499184753,-16.047659137749946,-31.908742468407077,0
37,-22.536678874637595,-24.871858085466464,-9.921173337096482,25.947029556129465,3.8823130066562337,0
38,13.293296744443154,15.463996810183406,9.186807336092755,-15.424614617338534,-8.429309872820903,1
39,10.386442844830063,13.222043552429758,11.96837241522778,-20.484337892505003,-15.405254768512442,1
40,-21.831229275496735,-24.434988475920953,-11.04693631899345,28.050645560835747,6.405040517310908,1
41,-21.644459024304762,-24.097894801849176,-10.414148349340655,26.799070357376024,5.35927540922525,1
42,-20.855721662567703,-23.151481701426665,-9.74765682252742,25.410661391189752,4.63562683287776,0
43,-18.13948901628381,-15.041666994355845,12.938169480388796,-18.987353374807537,-35.39538039285944,1
44,-12.129842399181584,-10.38249116793369,7.289060323490637,-8.724083841371987,-21.160159204988005,0
45,19.064838314174118,16.653097040556215,-10.049766870782735,21.265823562683995,30.668391311420045,0
46,-17.904362914948607,-14.994508967411438,12.149093094181366,-17.48213460594276,-33.79264268345594,0
47,-17.637555793846374,-14.800910963171344,11.842580523194622,-16.918239272082854,-33.058083547918244,0
48,-15.36967271492371,-12.963466364776966,10.043664815130281,-13.69195780431432,-28.29896938257306,0
49,18.72301337531122,16.18148530787471,-10.59694450490241,22.36944603797128,31.457595244372417,1
50,-17.71603136330021,-20.72427010307761,-12.728146014297334,30.829274059270684,12.126381713361281,0
51,-19.410911128835558,-16.69929807197863,11.308741798579192,-15.670852798897958,-33.20701335727389,0
52,22.14167684815028,25.48049572393753,14.138377099083003,-26.093771528640236,-11.898240741643848,1
53,-8.279276582793491,-11.971525054282072,-15.559707074292461,35.21214152968604,23.36163393116412,0
54,20.95243926139007,24.243851447076036,13.933567353948522,-25.55488784619138,-12.280137332750162,1
55,21.74422134688931,24.865637141355688,13.22262508239053,-24.26745576177689,-10.46599620171156,1
56,-10.321253565016459,-13.684325092687295,-14.185418973387957,32.784087902592724,19.528425614343504,0
57,-21.917421270291623,-18.040287257400603,16.196643492038838,-24.870408742643107,-43.805218021694195,0
58,-16.561748874170178,-13.668397013829004,12.085959539196741,-17.518613798937995,-32.81958213965508,0
59,18.465390651383572,15.77698352509441,-11.215582403051345,23.601927392933636,32.43209339224328,1
60,-17.471558655485723,-20.60538031147516,-13.254928092123208,31.823776059223633,13.252202151246905,0
61,-19.497630200642458,-22.071571314425587,-10.910748510370547,27.509444981508818,7.6435805208899055,1
62,-22.798340425261582,-25.28291123600451,-10.550392062533533,27.20054701566571,4.873712882003321,0
63,-8.277349812837318,-11.998178339836304,-15.679841202967513,35.44532051022842,23.584029706687165,0
64,-18.793187294424573,-21.65174237734299,-12.103918825523822,29.74414532372319,10.28976203819975,0
65,-12.831967252720924,-16.21557280221573,-14.283401759758435,33.27205382296263,18.10651906088402,0
66,-23.796058972912846,-25.93233990893544,-9.090907258882497,24.483189107346703,1.5500849036632456,0
67,-14.830375552985117,-12.771908377425925,8.584365485811537,-10.920623331558184,-25.26823912710304,1
68,-19.824497988003408,-17.001265440149854,11.776039695079076,-16.52973840887324,-34.33124940944452,0
69,-22.728474774034623,-19.349405479040684,14.09914204810252,-20.699060200061016,-40.46133130095739,0
70,-20.56524621227518,-23.498232133646617,-12.425038428585532,30.57808834105017,9.750045066499071,0
71,-16.92838744631917,-20.398411123835544,-14.66571025085949,34.50038782804861,16.19608495991023,0
72,-21.193400410579898,-23.299382825832886,-8.951449956964252,23.903744504912517,2.9543147068727054,0
73,-15.067940697893697,-18.064169864777476,-12.665359618626848,30.393407480751986,13.70075610315261,0
