,Var1,Var2,Var3,Var4,Var5,Label
0,698.599333154301,159.56507834241,-75.37133932654098,4.855278912064502,-425.49560239497754,0
1,508.95665139708245,154.53950220663492,-77.07379633895025,0.9872076591686718,-325.4257733096857,0
2,-360.6748932232482,142.22611931417663,-83.76809855946937,-15.693502451678324,668.1600244833037,1
3,-107.14112077522331,142.92086542473345,-76.52013577090032,-7.149492421203654,534.1695344340665,1
4,427.6551021720642,144.28044756336152,-74.73950770020643,1.2976791302937998,-477.07661025102414,0
5,-409.5991133584091,141.91296345696293,-85.19306518485092,-17.36537400472855,684.6769594536967,1
6,363.313657164461,143.8543361425143,-75.39056812852597,-0.03473643037730967,-390.4461159377745,0
7,315.12040779301674,142.76121684691964,-76.17471546959801,-1.2622150799170473,-375.7080139228486,0
8,-337.152205869595,142.3558915661755,-84.42186334218987,-15.839011520170484,587.5444234606704,1
9,-132.28396160831494,141.31302298741963,-75.43479598354688,-6.756774423751723,576.0190248240475,1
10,635.119595888953,157.27290203522548,-76.02041687673032,3.4891184890477343,-423.24457916116984,0
11,310.79498393813356,141.24771957443082,-76.12855269907483,-1.3251953430468708,-430.7949056928728,0
12,-376.84247522728464,142.08085222328845,-85.85054899131082,-17.38908883920144,585.4020289833604,1
13,609.8168573159821,157.33252226328565,-76.06101999693166,3.123487322556745,-367.5739338149678,0
14,686.1623919155402,157.53453640840925,-75.64318128189375,4.445540540853644,-502.81489585653804,0
15,-348.5619244543582,142.43947400799397,-84.70733174067607,-16.19179332738464,600.8401020906285,1
16,403.22495008941485,145.03518895235447,-74.78698083623063,0.9562335782104681,-392.906903038599,0
17,674.8835990492456,159.0837152773797,-75.51068090275491,4.427365944650282,-402.5270669589406,0
18,289.42099235954674,141.494202122838,-76.34960181970881,-1.761493401647748,-385.0949088756993,0
19,-92.86359127593929,142.43625576888348,-76.62561406309102,-7.045442770939799,475.91258073477525,1
20,262.23822242359483,143.0162572346686,-76.33944288810191,-2.079713574106148,-257.86381916113453,0
21,-387.5390214097307,142.05439734058533,-84.70129029822158,-16.718345171781323,669.160764240838,1
22,-126.72841181832032,141.45463251510165,-76.58607932761201,-7.49481814320228,508.46638102054663,1
23,313.0965242883825,142.7291479446824,-75.71287142773052,-0.9627877611543176,-347.96052231763684,0
24,235.0315237685309,140.43680920423805,-76.910212516395,-2.9125217235515235,-343.2760999088834,0
25,698.5400734618121,158.4213645474938,-75.47728018700427,4.750804057382418,-481.672995155925,0
26,-174.59523363332318,140.18200442727496,-74.38244095664655,-6.605081901977968,674.6678641487379,1
27,-405.94455865326944,141.67893148485118,-85.69850389040285,-17.680545545051327,639.2556532919584,1
28,-157.85242658349637,145.10422613703116,-76.9064449488404,-8.046759266822821,720.7635657743754,1
29,416.8325232210365,144.4754129219312,-74.76702065213924,1.138338434445921,-446.3069831935903,0
30,376.92643345131256,143.54226938778723,-75.64063974692768,-0.03772858416375846,-447.36373004836497,0
31,583.3003410375115,158.09792489489305,-76.15226925764348,2.7233869366671937,-280.72615338807265,0
32,375.2666526787707,141.8762876273223,-75.65522205256428,-0.11192561994202088,-518.2722572051969,0
33,-309.00653618649727,142.2571585258658,-84.98619194207382,-15.865036968939117,491.5198246779399,1
34,-140.01642332100656,143.34131086722365,-76.21123389309149,-7.359677200192547,641.0660575394547,1
35,332.41894516691445,141.5878294216428,-76.56026674227427,-1.3334737323267851,-486.05646644676614,0
36,572.2119088811635,155.59385774453096,-76.60254476475721,2.1933876830611707,-391.5120390077924,0
37,246.37770780966775,137.9175607676974,-77.43330527240083,-3.194507942211012,-507.58599928590974,0
38,370.16619384502224,141.3767669985826,-75.7675592074273,-0.27223209641331914,-535.2764984393241,0
39,-157.7245087560394,141.1127395117911,-75.4339053758541,-7.101343752366215,622.7088634682102,1
40,642.6004388278382,157.31029178474486,-75.9197286956308,3.6614417290877697,-432.5156066852312,0
41,684.5392221907327,158.05486752504314,-75.61081060357526,4.459789668576976,-474.5048876606754,0
42,-332.6304625575337,142.5294877513554,-84.13901262866466,-15.573758424055114,600.521759071828,1
43,-372.2211377782562,141.85092797056396,-85.72959063382226,-17.247324037808518,571.6231489126932,1
44,236.2981420546259,140.00545002754336,-77.13610428266801,-3.0664550035689944,-377.24083054626556,0
45,311.84191031516866,140.98230789659877,-76.23717991729083,-1.394814471315708,-450.649789555741,0
46,-112.6876016858669,141.50195445458368,-75.6655537653494,-6.653536381003983,529.2588693726082,1
47,355.390864720186,142.40453167011123,-76.05369879070527,-0.6468792272935491,-472.8770762486568,0
48,-272.81707670482456,143.05751057021732,-83.95344060187098,-14.629218563474838,503.33572510504723,1
49,-377.5189483835389,141.93394174573254,-84.8926310388688,-16.72296598674921,631.7116012611301,1
50,617.9281308160023,158.56107754220517,-75.94523371704749,3.344732848210814,-324.6816959092868,0
51,-144.07426043578155,142.53475317389388,-75.32142584617479,-6.803535752449902,661.9024053358831,1
52,262.27319256008457,141.0127966550596,-77.03594975555023,-2.6229453801911684,-383.9551766821081,0
53,-334.6575939245615,143.11175337701462,-81.0663883055453,-13.408840151787565,795.3886739496672,1
54,-389.4235423805261,142.15678773568513,-83.8283937263451,-16.122392677253544,724.5855341052078,1
55,631.3047734980214,157.26048062155283,-76.05674377974807,3.412052379897955,-417.417811107362,0
56,297.56985704099617,142.3813505644312,-76.26547049209555,-1.5707170175360219,-359.0942971076293,0
57,-138.55681374522337,143.11698413370672,-76.36287109209007,-7.453230011794671,619.8244696449427,1
58,-410.1342186732244,142.07604644051656,-83.4947746173651,-16.164931140675638,784.0788364083596,1
59,-284.1946291988055,143.02885729809043,-83.24878176049963,-14.282708728093478,564.6559365319932,1
60,-191.6798182176934,138.29808015192776,-73.89041640972539,-6.531975891773857,654.9167905180321,1
61,-169.82794802860758,139.93579484919871,-74.36262727059277,-6.533450504733767,654.4290723290671,1
62,-68.44849481422655,144.13348806990155,-77.5717321341777,-7.346994826655998,447.06917957558846,1
63,240.4534524495496,139.80658348363568,-77.35999255366806,-3.174525915877419,-407.10914241472346,0
64,628.7526976926283,158.37070698412307,-75.8967424808483,3.5190816281240855,-354.1279889712811,0
65,-402.51713610444676,141.6488001608834,-85.45180072625816,-17.460637722002087,643.6649738673354,1
66,-94.48942427391493,142.25308528885523,-76.51022218163538,-6.989990552758571,477.53559236488724,1
67,403.8449231391037,146.4343107405286,-74.1839093019927,1.426893587067236,-300.0043825814144,0
68,310.5670594020141,143.55785921416617,-75.7833739117285,-1.025847236340843,-309.5351408747608,0
69,-327.63588338991985,142.3942759839071,-83.30481698990326,-14.919187328139179,628.3451206837489,1
70,288.30019449171147,141.64857898345093,-76.55511994322612,-1.9182630758370647,-386.82979066909746,0
