,Var1,Var2,Var3,Var4,Var5,Label
0,1050.881652154866,210.1763304309732,475.1286176749501,285.0771706049701,380.1028941399601,2
1,1051.8930480729375,210.3786096145875,522.0300390644708,313.21802343868245,417.6240312515766,3
2,955.7932794239196,191.1586558847839,527.6863305801095,316.6117983480657,422.1490644640876,1
3,957.4999122599925,191.4999824519985,472.7651864946756,283.65911189680537,378.2121491957405,3
4,1052.4151802203553,210.48303604407104,473.88440384445676,284.330642306674,379.1075230755654,2
5,941.8285107457051,188.36570214914101,521.0204285504697,312.6122571302818,416.81634284037574,1
6,945.6416102227897,189.12832204455793,523.4116655770008,314.04699934620044,418.7293324616006,1
7,1062.120948005447,212.42418960108938,520.1699502886988,312.1019701732193,416.13596023095903,3
8,1054.716101564574,210.9432203129148,473.0722933964994,283.8433760378996,378.4578347171995,2
9,952.4301052039943,190.48602104079887,466.7723941998941,280.0634365199365,373.4179153599153,2
10,1047.0324592832367,209.40649185664734,519.6107788755232,311.7664673253139,415.68862310041857,3
11,968.4571646151487,193.69143292302974,533.9734538213522,320.3840722928113,427.17876305708177,1
12,1040.3422249791342,208.06844499582687,529.0904757917274,317.45428547503644,423.27238063338194,3
13,1049.1478394997082,209.82956789994162,473.7571570395715,284.2542942237429,379.0057256316572,2
14,1039.8080491672563,207.96160983345126,537.6034335125145,322.5620601075087,430.0827468100116,3
15,1058.4857064689104,211.6971412937821,519.2207725075564,311.53246350453384,415.37661800604513,0
16,952.6515966236212,190.53031932472425,526.1353189395126,315.6811913637075,420.90825515161004,1
17,1051.9951715999705,210.39903431999412,528.9617838074049,317.377070284443,423.16942704592395,0
18,953.6922869049984,190.73845738099968,526.4654442977899,315.8792665786739,421.1723554382319,1
19,1046.4055736455625,209.2811147291125,475.48842748812876,285.2930564928772,380.390741990503,2
20,1055.2888038452982,211.05776076905963,478.69386165758726,287.21631699455236,382.9550893260698,2
21,954.6868838141668,190.93737676283337,472.99860209843416,283.7991612590605,378.39888167874733,0
22,957.0751785567584,191.41503571135166,528.4117841230159,317.0470704738095,422.7294272984127,3
23,936.3740807261768,187.27481614523535,518.7222777925703,311.23336667554213,414.9778222340562,1
24,973.7919260769863,194.75838521539725,535.5651924727714,321.33911548366285,428.45215397821715,1
25,947.2332915351449,189.44665830702897,483.47365563076767,290.08419337846055,386.7789245046141,0
26,1057.8971679126605,211.5794335825321,476.25075849085283,285.7504550945117,381.0006067926823,2
