,Var1,Var2,Var3,Var4,Var5,Label
0,82.68915820813629,4000494.091830401,175.270176135206,9000824.509750452,3000494.0918304008,0
1,68.1995539381708,3999528.766049689,175.5211777532811,9000754.183835147,2999528.766049689,2
2,83.76045946101554,4000518.783203877,175.2308891728728,9000595.723144723,3000518.783203877,2
3,81.27138297657312,4000550.877465005,189.5548021819222,8999131.527173948,3000550.877465005,1
4,73.04221705594219,3999834.1214600448,177.42689953188122,9000508.962207636,2999834.1214600448,0
5,81.76963745677811,4000651.2362548606,190.2186049375714,8999161.040855784,3000651.2362548606,1
6,82.45587889854056,4000501.4537765114,187.78099191103746,8999415.598237064,3000501.453776512,1
7,68.74108590319,3999639.8310184055,176.57306500655838,9000625.203368401,2999639.831018406,2
8,82.30829949086247,4000579.1050258833,173.95976690389952,9000461.230652042,3000579.1050258833,0
9,82.02940615175704,4000446.717289597,188.50856956993852,8999157.422255969,3000446.717289597,1
10,83.28788501853936,4000557.8996394426,189.69441500903704,8999278.306081386,3000557.8996394426,1
11,80.53876786573407,4000495.760993707,174.71040432135476,9000915.021415219,3000495.760993707,0
12,70.31551145903617,3999689.4148464124,177.92201110065346,9000542.659712417,2999689.4148464124,2
13,80.98006884400903,4000495.9070772347,188.76450923994386,8999184.21549793,3000495.907077235,1
14,80.81683973387062,4000303.399315316,184.7926005160924,8999555.16732662,3000303.3993153167,1
15,82.43419228189427,4000495.440419153,174.6136790833123,9000722.927485995,3000495.4404191533,0
16,67.01848681272156,3999422.0029965886,175.9857938476172,9000782.970681496,2999422.0029965886,0
17,83.03489315392741,4000483.5604281216,189.49195663380235,8999102.434326237,3000483.560428122,2
18,81.93701821276007,4000612.529669767,191.07446647858478,8998950.49777913,3000612.529669767,1
19,66.87634265682735,3999374.30754318,176.26728734445967,9000804.602957137,2999374.30754318,2
20,70.72817641491434,3999763.9030213375,176.91655789083464,9000509.12635664,2999763.903021337,2
21,83.19852965941826,4000557.5305855777,189.5497352474906,8999242.813793087,3000557.5305855777,0
22,67.29142050629056,3999600.159841921,175.67035959897592,9000652.701849833,2999600.159841921,1
23,80.42547723184157,4000630.0567424325,188.87733915949218,8999399.410393996,3000630.056742432,1
24,78.11776917711921,4000296.558396226,177.98839722842,9001123.937897513,3000296.558396226,1
25,64.05851941129332,3999135.070157022,176.95090618512475,9000917.72225472,2999135.070157022,0
26,67.99201622529168,3999507.13671177,176.6896680378428,9000694.360918427,2999507.13671177,0
27,81.86992973995108,4000449.278050471,187.7348906336934,8999313.489501655,3000449.278050471,1
28,82.62338003790477,4000544.237618491,188.87378763839203,8999346.239014855,3000544.237618491,1
